EthiopianMonth,EthMonNum,EthYear,RegionName,ZoneName,WoredaName,DeliveredPrivateClinics,DeliveredPublicClinics,DeliveredOther,DeliveredTotal
Sene,10th,2009,Oromia,Buno Bedele,Bedele Town,50,64,8,122
Nehase,12th,2010,Oromia,West Shewa,Bako Hospital,5,42,6,53
Nehase,12th,2010,Oromia,North Shewa,Were Jarso,36,17,5,58
Tahesas,4th,2010,Oromia,Horo Gudru Wellega,Jarte Jardga,41,41,56,138
Meskerem,1st,2010,Oromia,Arsi,Sude,14,70,82,166
Ginbot,9th,2010,Oromia,Jimma,Limu Seka,28,48,67,143
Tir,5th,2011,Oromia,Arsi,Limuna Bilbilo,56,58,8,122
Hedar,3rd,2011,Oromia,Guji,Aga Wayyu,71,13,49,133
Ginbot,9th,2011,Oromia,West Wellega,Mendi Hospital,55,22,42,119
Hedar,3rd,2011,Oromia,East Hararge,Fedis,97,89,94,280
Ginbot,9th,2010,Oromia,West Shewa,Tibe Kutaye,19,53,96,168
Ginbot,9th,2010,Oromia,East Hararge,Goro Gutu,45,60,11,116
Ginbot,9th,2010,Oromia,Jimma,Agaro,59,27,55,141
Megabit,7th,2009,Oromia,West Wellega,Nejo Rural,99,51,82,232
Miyazia,8th,2011,Oromia,West Arsi,Gambo Hospital,54,81,58,193
Nehase,12th,2010,Oromia,East Hararge,Meyu Muleke,1,68,62,131
Hedar,3rd,2010,Oromia,Bale,Gasera,16,40,85,141
Ginbot,9th,2011,Oromia,Arsi,Amigna,54,56,33,143
Sene,10th,2009,Oromia,North Shewa,Kuyu Hospital,63,12,73,148
Tahesas,4th,2011,Oromia,South West Shewa,Ameya Hospital,43,77,83,203
Megabit,7th,2011,Oromia,East Shewa,Adea,78,18,40,136
Nehase,12th,2010,Oromia,North Shewa,Fiche Hospital,78,71,11,160
Hamle,11th,2009,Oromia,East Shewa,Liben,27,77,13,117
Yekatit,6th,2010,Oromia,Gelan Town,Gelan Town,7,99,80,186
Megabit,7th,2011,Oromia,Bale,Gololcha,51,45,45,141
Tir,5th,2010,Oromia,Bale,Berbere,76,24,2,102
Hedar,3rd,2010,Oromia,West Shewa,Adea Berga,65,72,42,179
Tir,5th,2011,Oromia,Guji,Adola Town,26,92,28,146
Megabit,7th,2011,Oromia,Qeleme Wellega,Gidami,80,36,6,122
Yekatit,6th,2010,Oromia,East Wellega,Haro Limu,80,29,45,154
Teqemt,2nd,2010,Oromia,North Shewa,Wuchale,14,10,23,47
Tir,5th,2009,Oromia,West Shewa,Tikur Enchini,29,16,0,45
Teqemt,2nd,2010,Oromia,West Arsi,Dodola Rural,9,20,77,106
Tir,5th,2011,Oromia,West Hararge,Anchar,83,6,27,116
Nehase,12th,2010,Oromia,Bale,Ginir Town,36,19,86,141
Meskerem,1st,2010,Oromia,Guji,Adola Reda,54,84,98,236
Miyazia,8th,2011,Oromia,North Shewa,Wuchale,44,64,27,135
Miyazia,8th,2010,Oromia,Qeleme Wellega,Anfilo,97,39,82,218
Tir,5th,2009,Oromia,West Hararge,West Harerge	Gumbi Bordede,38,57,5,100
Hedar,3rd,2010,Oromia,East Shewa,Fentale,82,13,12,107
Tir,5th,2010,Oromia,Qeleme Wellega,Laloqile,47,77,66,190
Tir,5th,2011,Oromia,Jimma,Sigmo,83,36,51,170
Sene,10th,2011,Oromia,West Shewa,Ginde Beret,49,28,47,124
Hedar,3rd,2010,Oromia,Guji,Uraga,1,95,25,121
Nehase,12th,2010,Oromia,East Hararge,Chinakesen,54,17,39,110
Hedar,3rd,2011,Oromia,West Guji,Suro Barguda,3,70,55,128
Tahesas,4th,2011,Oromia,Borena,Guchi,21,99,80,200
Yekatit,6th,2010,Oromia,East Hararge,Babile,88,2,62,152
Tir,5th,2009,Oromia,Borena,Gomole,34,95,61,190
Hamle,11th,2010,Oromia,Jimma,Setema Hospital,84,80,30,194
Hedar,3rd,2011,Oromia,Bale,Ginir Town,48,17,1,66
Tir,5th,2011,Oromia,West Arsi,Gambo Hospital,49,61,30,140
Teqemt,2nd,2010,Oromia,Ilu Aba Bora,Becho,55,80,27,162
Ginbot,9th,2010,Oromia,Borena,Wachile,17,75,6,98
Nehase,12th,2009,Oromia,West Guji,Bule Hora,79,39,48,166
Miyazia,8th,2011,Oromia,Finfine Zuria,Akaki,84,61,41,186
Tir,5th,2009,Oromia,Guji,Aga Wayyu,83,52,3,138
Sene,10th,2011,Oromia,West Hararge,Habro,18,20,28,66
Hamle,11th,2009,Oromia,Arsi,Bekoji Town,6,59,48,113
Yekatit,6th,2009,Oromia,East Shewa,Olanciti Hospital,65,51,86,202
Miyazia,8th,2011,Oromia,West Shewa,Ejersa Lafo,2,6,12,20
Ginbot,9th,2009,Oromia,Arsi,Seru,63,7,85,155
Ginbot,9th,2010,Oromia,Finfine Zuria,Mullo,17,31,83,131
Ginbot,9th,2011,Oromia,Woliso Town,Woliso Town,44,96,22,162
Nehase,12th,2009,Oromia,West Hararge,Oda Bultum,39,52,82,173
Hedar,3rd,2010,Oromia,North Shewa,Debre Libanos,59,79,44,182
Nehase,12th,2009,Oromia,Guji,Adola Hospital,83,14,90,187
Sene,10th,2009,Oromia,West Guji,Biebirsa Kojowa,86,60,37,183
Sene,10th,2009,Oromia,Jimma,Gera,9,76,2,87
Hedar,3rd,2011,Oromia,Ilu Aba Bora,Bure,91,54,31,176
Megabit,7th,2009,Oromia,Ilu Aba Bora,Metu Town,21,42,26,89
Ginbot,9th,2009,Oromia,West Guji,Bule Hora Toun,46,85,56,187
Sene,10th,2009,Oromia,West Shewa,Ambo,13,74,74,161
Nehase,12th,2009,Oromia,East Hararge,Aweday Town,32,96,38,166
Tir,5th,2009,Oromia,South West Shewa,Tulu Bolo Hospital,68,93,67,228
Tahesas,4th,2010,Oromia,West Hararge,Daro Lebu,1,79,68,148
Megabit,7th,2009,Oromia,East Wellega,Limu,58,8,67,133
Hamle,11th,2010,Oromia,West Hararge,Bedesa Town,75,47,10,132
Megabit,7th,2009,Oromia,Bale,Seweyna,12,11,82,105
Ginbot,9th,2009,Oromia,Horo Gudru Wellega,Abay Chomen,34,41,66,141
Ginbot,9th,2009,Oromia,West Shewa,Meta Waliqite,64,27,52,143
Miyazia,8th,2010,Oromia,Jimma,Omonada,64,46,25,135
Megabit,7th,2009,Oromia,Guji,Liben,51,8,81,140
Nehase,12th,2010,Oromia,West Arsi,Gambo Hospital,88,10,3,101
Teqemt,2nd,2010,Oromia,East Shewa,Adea,61,37,16,114
Tir,5th,2011,Oromia,West Hararge,Tulo,99,79,84,262
Sene,10th,2009,Oromia,Bale,Gololcha,8,38,76,122
Ginbot,9th,2009,Oromia,Arsi,Munesa,31,14,21,66
Yekatit,6th,2010,Oromia,Bale,Ginir Town,9,56,32,97
Sene,10th,2010,Oromia,East Hararge,Goro Muti,50,15,83,148
Hamle,11th,2009,Oromia,East Hararge,Babile,59,35,34,128
Sene,10th,2010,Oromia,Arsi,Gololcha,95,28,69,192
Yekatit,6th,2009,Oromia,North Shewa,Debre Libanos,86,77,96,259
Tir,5th,2010,Oromia,Borena,Yabelo Rural,64,90,90,244
Meskerem,1st,2010,Oromia,Borena,Teltele,0,32,78,110
Nehase,12th,2010,Oromia,West Arsi,Kokosa  Hospital,25,28,2,55
Miyazia,8th,2011,Oromia,West Guji,Kercha,94,55,9,158
Tahesas,4th,2010,Oromia,West Shewa,Adea Berga,69,74,88,231
Hedar,3rd,2011,Oromia,North Shewa,Dera Hospital,72,67,0,139
Yekatit,6th,2010,Oromia,Arsi,Seru,47,66,36,149
Sene,10th,2010,Oromia,Ilu Aba Bora,Didu,63,77,64,204
Nehase,12th,2009,Oromia,Guji,Hambela Wamena,96,17,67,180
Nehase,12th,2009,Oromia,East Hararge,Meyu Muleke,60,23,36,119
Meskerem,1st,2011,Oromia,West Shewa,Bako Hospital,47,18,57,122
Hedar,3rd,2011,Oromia,Horo Gudru Wellega,Shambu Hospital,83,93,23,199
Hamle,11th,2010,Oromia,Guji,Adola Town,98,22,62,182
Hedar,3rd,2011,Oromia,South West Shewa,Ameya Hospital,82,15,22,119
Miyazia,8th,2009,Oromia,Guji,Gumi Eldallo,49,0,10,59
Ginbot,9th,2011,Oromia,Holeta Town,Holeta Town,0,41,8,49
Nehase,12th,2010,Oromia,West Arsi,Wondo,51,64,58,173
Sene,10th,2010,Oromia,West Arsi,Kokosa  Hospital,36,73,96,205
Sene,10th,2009,Oromia,Qeleme Wellega,Dale Sedi,86,52,80,218
Tir,5th,2011,Oromia,Borena,Yabelo Rural,67,15,76,158
Yekatit,6th,2009,Oromia,West Shewa,Dano,91,89,27,207
Yekatit,6th,2010,Oromia,Qeleme Wellega,Dale Sedi,53,68,90,211
Hedar,3rd,2011,Oromia,Bale,Legehida,59,3,65,127
Yekatit,6th,2009,Oromia,Bishoftu Town,Bishoftu Town,7,18,17,42
Ginbot,9th,2011,Oromia,Bale,Arena Buluq,77,28,33,138
Tir,5th,2011,Oromia,Borena,Yabelo Hospital,79,23,48,150
Tahesas,4th,2010,Oromia,Guji,Adola Reda,36,52,10,98
Hamle,11th,2009,Oromia,East Wellega,Limu,18,77,46,141
Megabit,7th,2010,Oromia,East Shewa,Adami Tulu Jido Kombolcha,24,33,24,81
Tir,5th,2011,Oromia,Guji,Wadara,29,80,50,159
Megabit,7th,2010,Oromia,East Wellega,Sibu Sire,47,55,68,170
Sene,10th,2011,Oromia,West Hararge,Hawi Gudina,76,12,99,187
Teqemt,2nd,2010,Oromia,West Arsi,Gedeb Asasa,93,54,44,191
Ginbot,9th,2011,Oromia,Dukem Town,Dukem Town,19,39,34,92
Sene,10th,2010,Oromia,Borena,Teltele,26,27,90,143
Tir,5th,2009,Oromia,Finfine Zuria,Walmera,69,9,99,177
Teqemt,2nd,2010,Oromia,East Shewa,Olanciti Hospital,69,25,72,166
Nehase,12th,2010,Oromia,East Shewa,Adama,92,27,21,140
Ginbot,9th,2010,Oromia,West Shewa,Tibe Kutaye,98,83,3,184
Nehase,12th,2009,Oromia,West Shewa,Ambo Town,1,77,22,100
Yekatit,6th,2011,Oromia,West Wellega,Mendi Town,49,83,18,150
Sene,10th,2009,Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,90,55,86,231
Tahesas,4th,2011,Oromia,East Wellega,Kiremu,9,5,97,111
Nehase,12th,2010,Oromia,Bale,Goba,63,53,49,165
Teqemt,2nd,2011,Oromia,Jimma,Gomma,70,45,89,204
Tir,5th,2010,Oromia,West Arsi,Kofele,1,75,44,120
Tir,5th,2011,Oromia,Sululta Town,Sululta Town,17,14,34,65
Yekatit,6th,2011,Oromia,North Shewa,Fiche Hospital,82,57,5,144
Hedar,3rd,2011,Oromia,Guji,Adola Reda,71,36,85,192
Megabit,7th,2010,Oromia,North Shewa,Fiche Hospital,59,25,92,176
Megabit,7th,2009,Oromia,Horo Gudru Wellega,Shambu Town,79,99,43,221
Nehase,12th,2010,Oromia,West Shewa,Tibe Kutaye,26,5,6,37
Tir,5th,2011,Oromia,West Shewa,Ejersa Lafo,73,92,7,172
Ginbot,9th,2011,Oromia,Arsi,Munesa,63,40,45,148
Sene,10th,2009,Oromia,West Guji,Mkelka Soda,24,2,38,64
Megabit,7th,2009,Oromia,East Wellega,Limu,53,80,80,213
Sene,10th,2009,Oromia,Bale,Sinana,56,27,52,135
Miyazia,8th,2010,Oromia,South West Shewa,Ilu,50,48,34,132
Sene,10th,2011,Oromia,West Arsi,Kore,66,36,97,199
Sene,10th,2010,Oromia,East Hararge,Girawa,35,48,66,149
Nehase,12th,2010,Oromia,East Hararge,Deder Hospital,16,53,68,137
Tir,5th,2011,Oromia,Bale,Dinsho,15,35,65,115
Ginbot,9th,2010,Oromia,Jimma,B/Tolyi,48,92,92,232
Ginbot,9th,2011,Oromia,South West Shewa,Ameya,63,5,52,120
Ginbot,9th,2011,Oromia,West Hararge,Bedesa Town,95,50,20,165
Teqemt,2nd,2010,Oromia,Qeleme Wellega,Yemalogi Wolel,77,42,20,139
Hedar,3rd,2010,Oromia,North Shewa,Dera Hospital,78,42,30,150
Tahesas,4th,2010,Oromia,Buno Bedele,Bedele Zuriya,96,49,10,155
Hamle,11th,2009,Oromia,West Shewa,Dano,96,90,71,257
Sene,10th,2010,Oromia,West Wellega,Nejo Hospital,15,35,87,137
Tir,5th,2009,Oromia,Guji,Bore,39,67,11,117
Meskerem,1st,2010,Oromia,West Wellega,Mendi Hospital,14,97,77,188
Hamle,11th,2010,Oromia,Bale,Seweyna,50,13,8,71
Ginbot,9th,2010,Oromia,Ambo Town,Ambo Town,57,97,69,223
Hedar,3rd,2011,Oromia,Bale,Goro,32,67,58,157
Nehase,12th,2009,Oromia,Guji,Wadara,26,10,93,129
Tir,5th,2011,Oromia,North Shewa,Dera Hospital,19,30,70,119
Miyazia,8th,2010,Oromia,Guji,Girja,4,3,92,99
Ginbot,9th,2011,Oromia,Guji,Negele Town,13,27,59,99
Nehase,12th,2009,Oromia,Bale,Goba Town,53,50,7,110
Hedar,3rd,2010,Oromia,Gelan Town,Gelan Town,37,12,45,94
Hedar,3rd,2011,Oromia,West Wellega,Kundala,67,65,74,206
Tir,5th,2009,Oromia,West Wellega,Genji,7,26,96,129
Nehase,12th,2010,Oromia,Bale,Agarfa,83,27,42,152
Yekatit,6th,2010,Oromia,Horo Gudru Wellega,Gudru,4,75,81,160
Teqemt,2nd,2010,Oromia,Bale,Gura Dhamole,90,19,47,156
Meskerem,1st,2010,Oromia,West Hararge,Oda Bultum,84,62,27,173
Sene,10th,2009,Oromia,Bale,Arena Buluq,63,84,29,176
Miyazia,8th,2010,Oromia,Borena,Meyo,15,29,8,52
Megabit,7th,2011,Oromia,Buno Bedele,Bedele Town,33,95,43,171
Megabit,7th,2011,Oromia,Arsi,Bekoji Town,84,75,97,256
Hedar,3rd,2011,Oromia,Qeleme Wellega,Laloqile,75,45,17,137
Megabit,7th,2010,Oromia,West Wellega,Qiltu Kara,2,32,94,128
Nehase,12th,2010,Oromia,Bale,Raitu,64,96,23,183
Hamle,11th,2009,Oromia,West Guji,Bule Hora,35,40,17,92
Ginbot,9th,2011,Oromia,West Shewa,Nono,58,78,13,149
Tir,5th,2011,Oromia,Finfine Zuria,Mullo,28,45,97,170
Yekatit,6th,2011,Oromia,Borena,Moyale Hospital,30,45,26,101
Nehase,12th,2010,Oromia,East Wellega,Diga,51,63,59,173
Tir,5th,2011,Oromia,Sululta Town,Sululta Town,15,47,28,90
Nehase,12th,2009,Oromia,East Wellega,Ebantu,57,9,12,78
Yekatit,6th,2010,Oromia,Borena,Teltele,15,58,45,118
Miyazia,8th,2011,Oromia,East Shewa,Bora,93,92,30,215
Megabit,7th,2009,Oromia,East Hararge,Haromaya Town,58,54,40,152
Megabit,7th,2010,Oromia,Qeleme Wellega,Yemalogi Wolel,79,5,36,120
Tir,5th,2011,Oromia,East Hararge,Fedis,92,43,45,180
Meskerem,1st,2011,Oromia,Arsi,Tiyo,7,55,25,87
Tir,5th,2010,Oromia,Gelan Town,Gelan Town,70,66,61,197
Yekatit,6th,2009,Oromia,West Guji,Bule Hora Toun,67,72,45,184
Megabit,7th,2011,Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,33,25,16,74
Sene,10th,2009,Oromia,Buno Bedele,Bedele Town,96,77,51,224
Ginbot,9th,2010,Oromia,West Wellega,Mene Sibu,63,45,13,121
Megabit,7th,2011,Oromia,West Arsi,Kokosa  Hospital,95,87,56,238
Sene,10th,2009,Oromia,Jimma,Nono Benja,90,81,3,174
Yekatit,6th,2011,Oromia,East Shewa,Boset,88,16,10,114
Hamle,11th,2010,Oromia,Finfine Zuria,Berreh,42,61,46,149
Ginbot,9th,2011,Oromia,East Hararge,Midega Tole,21,85,88,194
Ginbot,9th,2011,Oromia,Bale,Legehida,17,6,32,55
Hedar,3rd,2011,Oromia,Ilu Aba Bora,Doreni,58,11,71,140
Megabit,7th,2009,Oromia,East Wellega,Gida Ayana,60,43,30,133
Megabit,7th,2011,Oromia,Buno Bedele,Bedele Town,3,83,46,132
Ginbot,9th,2010,Oromia,Jimma,Omonada,11,58,9,78
Megabit,7th,2011,Oromia,South West Shewa,Kersana Malima,18,21,68,107
Meskerem,1st,2011,Oromia,East Wellega,Leqa Dulecha,66,91,83,240
Tir,5th,2010,Oromia,West Wellega,Gimbi,60,6,12,78
Ginbot,9th,2009,Oromia,East Wellega,Gida Ayana,45,45,54,144
Sene,10th,2010,Oromia,East Hararge,Aweday Town,37,99,68,204
Miyazia,8th,2009,Oromia,Arsi,Bekoji Town,29,17,16,62
Tir,5th,2010,Oromia,Gelan Town,Gelan Town,42,57,2,101
Tahesas,4th,2010,Oromia,West Wellega,Mendi Town,56,91,42,189
Nehase,12th,2010,Oromia,West Wellega,Lata Sibu,53,94,69,216
Hamle,11th,2010,Oromia,Arsi,Tiyo,56,95,63,214
Meskerem,1st,2010,Oromia,Guji,Negele Town,81,51,78,210
Ginbot,9th,2010,Oromia,East Shewa,Gimbichu,45,58,93,196
Ginbot,9th,2011,Oromia,West Hararge,Mesela,9,76,8,93
Megabit,7th,2009,Oromia,South West Shewa,St.Luke Hospital,35,98,18,151
Miyazia,8th,2010,Oromia,East Shewa,Adami Tulu Jido Kombolcha,10,33,35,78
Hedar,3rd,2011,Oromia,West Guji,Suro Barguda,26,61,26,113
Meskerem,1st,2010,Oromia,Bale,Legehida,39,71,19,129
Ginbot,9th,2010,Oromia,West Wellega,Seyo Nole,95,71,95,261
Hedar,3rd,2011,Oromia,North Shewa,Girar Jarso,49,22,53,124
Hamle,11th,2010,Oromia,East Wellega,Sasiga,38,38,88,164
Sene,10th,2011,Oromia,North Shewa,Muke Turi Hospital,57,80,41,178
Nehase,12th,2010,Oromia,West Shewa,Liban Jawi,35,43,96,174
Yekatit,6th,2009,Oromia,Nekemte Town,Nekemte Town,69,12,86,167
Nehase,12th,2010,Oromia,South West Shewa,Dawo,90,15,92,197
Ginbot,9th,2010,Oromia,Finfine Zuria,Akaki,31,59,30,120
Tahesas,4th,2011,Oromia,East Hararge,Haromaya Rural,63,34,57,154
Ginbot,9th,2010,Oromia,West Hararge,Doba,10,50,77,137
Teqemt,2nd,2011,Oromia,Finfine Zuria,Walmera,73,67,78,218
Yekatit,6th,2011,Oromia,West Hararge,Guba Qoricha,37,49,28,114
Ginbot,9th,2010,Oromia,West Arsi,Nensebo,10,57,64,131
Yekatit,6th,2009,Oromia,Bale,Goro,23,95,56,174
Nehase,12th,2009,Oromia,Borena,Dubluk,76,79,15,170
Sene,10th,2011,Oromia,Buno Bedele,Dhidesa Hospital,12,35,71,118
Ginbot,9th,2010,Oromia,East Hararge,Meta,91,42,67,200
Sene,10th,2011,Oromia,Finfine Zuria,Walmera,1,82,47,130
Miyazia,8th,2011,Oromia,West Wellega,Jarso,23,34,25,82
Teqemt,2nd,2011,Oromia,Borena,Yabelo,15,34,68,117
Hedar,3rd,2010,Oromia,Borena,Dhas,24,34,3,61
Tir,5th,2011,Oromia,Arsi,Robe,74,38,18,130
Miyazia,8th,2009,Oromia,East Wellega,Limu,51,2,31,84
Ginbot,9th,2011,Oromia,East Shewa,Dugda,54,48,51,153
Yekatit,6th,2010,Oromia,West Hararge,Burka Dimtu,85,71,82,238
Nehase,12th,2009,Oromia,Qeleme Wellega,Anfilo,9,74,68,151
Yekatit,6th,2010,Oromia,East Hararge,Goro Gutu,82,67,0,149
Ginbot,9th,2010,Oromia,East Hararge,Deder Hospital,54,9,18,81
Tir,5th,2010,Oromia,Qeleme Wellega,Seyo,12,6,81,99
Megabit,7th,2009,Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,36,73,29,138
Tahesas,4th,2011,Oromia,North Shewa,Fiche Hospital,27,71,53,151
Tir,5th,2011,Oromia,Ilu Aba Bora,Nono Sele,64,15,84,163
Sene,10th,2010,Oromia,West Hararge,Oda Bultum,51,40,3,94
Yekatit,6th,2010,Oromia,Ilu Aba Bora,Doreni,10,92,60,162
Sene,10th,2009,Oromia,Horo Gudru Wellega,Jarte Jardga,2,79,46,127
Miyazia,8th,2011,Oromia,Horo Gudru Wellega,Shambu Town,90,16,85,191
Tahesas,4th,2011,Oromia,East Shewa,Adami Tulu Jido Kombolcha,87,4,17,108
Sene,10th,2010,Oromia,East Wellega,Leqa Dulecha,56,44,10,110
Megabit,7th,2009,Oromia,Arsi,Bale Gesgara,31,26,52,109
Tahesas,4th,2011,Oromia,Borena,Guchi,62,53,26,141
Sene,10th,2011,Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,77,62,35,174
Megabit,7th,2010,Oromia,Bale,Gasera,65,27,98,190
Megabit,7th,2010,Oromia,Ilu Aba Bora,Nono Sele,50,0,36,86
Tahesas,4th,2011,Oromia,Assela Town,Assela Town,77,59,80,216
Teqemt,2nd,2011,Oromia,West Hararge,Bedesa Town,95,18,14,127
Megabit,7th,2010,Oromia,West Shewa,Nono,83,82,39,204
Megabit,7th,2010,Oromia,Guji,Wadara,5,94,97,196
Tir,5th,2009,Oromia,West Hararge,Daro Lebu,75,15,22,112
Meskerem,1st,2010,Oromia,North Shewa,Kuyu,37,80,73,190
Miyazia,8th,2011,Oromia,West Arsi,Kokosa,3,79,47,129
Tir,5th,2010,Oromia,Borena,Teltele,12,94,51,157
Yekatit,6th,2010,Oromia,West Shewa,Liban Jawi,9,79,7,95
Tahesas,4th,2010,Oromia,West Hararge,Gelemso Hospital,61,72,80,213
Tir,5th,2009,Oromia,West Wellega,Nejo Rural,23,98,88,209
Tir,5th,2011,Oromia,West Shewa,Inchini Hospital,75,41,93,209
Ginbot,9th,2010,Oromia,Ilu Aba Bora,Ale,15,54,79,148
Tahesas,4th,2011,Oromia,Arsi,Jeju,25,12,81,118
Nehase,12th,2009,Oromia,North Shewa,Kimbibit,41,27,8,76
Ginbot,9th,2009,Oromia,North Shewa,Degem,86,53,68,207
Tahesas,4th,2011,Oromia,Horo Gudru Wellega,Jarte Jardga,47,74,86,207
Hamle,11th,2010,Oromia,West Shewa,Bako Tibe,95,73,13,181
Megabit,7th,2010,Oromia,East Wellega,Wama Hagelo,99,73,18,190
Megabit,7th,2010,Oromia,South West Shewa,Tole,95,64,95,254
Sene,10th,2010,Oromia,West Shewa,Tibe Kutaye,4,57,64,125
Miyazia,8th,2011,Oromia,East Hararge,Haromaya Hospital,17,60,8,85
Tahesas,4th,2010,Oromia,West Hararge,Chiro Hospital,78,25,61,164
Nehase,12th,2009,Oromia,Bale,Arena Buluq,25,27,9,61
Miyazia,8th,2011,Oromia,West Arsi,Dodola Rural,12,44,56,112
Miyazia,8th,2011,Oromia,Jimma,Agaro,82,66,38,186
Megabit,7th,2010,Oromia,Arsi,Ludehetosa,82,36,48,166
Megabit,7th,2009,Oromia,West Shewa,Tikur Enchini,37,23,51,111
Hedar,3rd,2011,Oromia,Buno Bedele,Bedele Town,4,74,13,91
Teqemt,2nd,2011,Oromia,Arsi,Jeju,59,17,95,171
Ginbot,9th,2011,Oromia,Arsi,Gololcha,54,74,87,215
Tir,5th,2011,Oromia,North Shewa,Were Jarso,62,69,32,163
Yekatit,6th,2010,Oromia,East Hararge,Kombolicha,10,10,37,57
Hedar,3rd,2011,Oromia,West Guji,Bule Hora Toun,68,12,96,176
Hedar,3rd,2010,Oromia,Buno Bedele,Chora,58,3,86,147
Miyazia,8th,2010,Oromia,Jimma,Sekoru,43,19,38,100
Hamle,11th,2010,Oromia,Guji,Shakiso Town,72,42,70,184
Megabit,7th,2009,Oromia,West Wellega,Lalo Asabi,87,18,85,190
Sene,10th,2011,Oromia,West Shewa,Ejerie,74,1,79,154
Tahesas,4th,2010,Oromia,West Guji,Bule Hora Toun,54,42,18,114
Sene,10th,2010,Oromia,Guji,Bore,23,33,68,124
Tir,5th,2009,Oromia,North Shewa,Yaya Gulele,3,89,58,150
Hedar,3rd,2010,Oromia,South West Shewa,Tulu Bolo Hospital,72,2,36,110
Hedar,3rd,2010,Oromia,South West Shewa,St.Luke Hospital,39,53,57,149
Hamle,11th,2010,Oromia,East Wellega,Sibu Sire,46,8,56,110
Tir,5th,2010,Oromia,Ilu Aba Bora,Yayu,18,61,76,155
Megabit,7th,2010,Oromia,Jimma,Tiro Afeta,14,31,40,85
Megabit,7th,2010,Oromia,West Wellega,Mene Sibu,3,47,66,116
Ginbot,9th,2010,Oromia,Borena,Wachile,99,11,97,207
Nehase,12th,2009,Oromia,West Shewa,Chelia,91,28,79,198
Miyazia,8th,2009,Oromia,Bale,Goba Town,27,74,14,115
Ginbot,9th,2010,Oromia,West Hararge,Doba,42,21,18,81
Megabit,7th,2009,Oromia,Jimma,Limu Seka,67,57,20,144
Hamle,11th,2009,Oromia,East Wellega,Guto Gida,12,90,10,112
Tir,5th,2011,Oromia,Assela Town,Assela Town,44,75,97,216
Tir,5th,2010,Oromia,Guji,Goro Dola,80,87,24,191
Hedar,3rd,2010,Oromia,North Shewa,Kimbibit,12,96,68,176
Tir,5th,2010,Oromia,West Wellega,Begi,65,3,24,92
Hamle,11th,2009,Oromia,West Shewa,Chelia,40,93,93,226
Nehase,12th,2010,Oromia,West Shewa,Gedo Hospital,84,24,97,205
Ginbot,9th,2009,Oromia,South West Shewa,Kersana Malima,87,88,62,237
Hedar,3rd,2010,Oromia,Arsi,Shirka,0,70,55,125
Megabit,7th,2009,Oromia,Borena,Gomole,28,87,4,119
Tir,5th,2011,Oromia,Guji,Goro Dola,66,65,61,192
Nehase,12th,2009,Oromia,Finfine Zuria,Walmera,1,67,24,92
Meskerem,1st,2010,Oromia,Qeleme Wellega,Hawa Gelan,56,54,32,142
Megabit,7th,2010,Oromia,Arsi,Bale Gesgara,78,76,57,211
Hedar,3rd,2011,Oromia,Qeleme Wellega,Gidami,59,96,5,160
Tir,5th,2011,Oromia,Horo Gudru Wellega,Jima Geneti,1,6,71,78
Tir,5th,2011,Oromia,Burayu Town,Burayu Town,63,25,67,155
Tir,5th,2011,Oromia,Qeleme Wellega,Gawo Qebe,24,99,63,186
Tir,5th,2011,Oromia,Bale,Meda Welabu,20,46,71,137
Ginbot,9th,2011,Oromia,Bale,Goro,87,58,89,234
Meskerem,1st,2011,Oromia,Guji,Bore,16,89,59,164
Megabit,7th,2009,Oromia,West Arsi,Nensebo,75,77,10,162
Ginbot,9th,2009,Oromia,Arsi,Chole,32,63,37,132
Ginbot,9th,2009,Oromia,Horo Gudru Wellega,Shambu Town,3,88,48,139
Nehase,12th,2009,Oromia,Guji,Girja,43,53,69,165
Meskerem,1st,2010,Oromia,West Hararge,Guba Qoricha,0,23,10,33
Yekatit,6th,2010,Oromia,Jimma,Tiro Afeta,24,16,75,115
Yekatit,6th,2009,Oromia,Qeleme Wellega,Hawa Gelan,88,68,20,176
Tir,5th,2011,Oromia,Arsi,Aseko,25,72,33,130
Nehase,12th,2010,Oromia,Jimma,Mana,83,4,97,184
Miyazia,8th,2010,Oromia,Sebeta Town,Sebeta Town,26,80,8,114
Megabit,7th,2009,Oromia,Bale,Dinsho,90,10,76,176
Nehase,12th,2009,Oromia,East Wellega,Gobu Seyo,70,22,51,143
Megabit,7th,2010,Oromia,East Hararge,Deder Hospital,5,23,63,91
Tir,5th,2010,Oromia,Borena,Yabelo Hospital,95,59,19,173
Hamle,11th,2009,Oromia,West Shewa,Nono,1,52,73,126
Megabit,7th,2010,Oromia,East Shewa,Lomme,36,30,93,159
Megabit,7th,2011,Oromia,West Wellega,Nejo Hospital,76,94,43,213
Tir,5th,2010,Oromia,North Shewa,Jido,18,99,94,211
Miyazia,8th,2010,Oromia,South West Shewa,St.Luke Hospital,81,98,96,275
Megabit,7th,2011,Oromia,Borena,Gomole,16,45,15,76
Hedar,3rd,2010,Oromia,West Arsi,Kofele,30,65,34,129
